# This is ionized PAHs from DL (2007)
# nsize (number of sampled sizes in this file
# sizes (microns)
# n_size = 30 
#    3.0000E-04  3.3056E-04  3.6424E-04  4.0135E-04  4.4223E-04  4.8729E-04  5.3693E-04  5.9163E-04  6.5190E-04  7.1832E-04  7.9150E-04  8.7213E-04  9.6098E-04  1.0589E-03  1.1668E-03  1.2856E-03  1.4166E-03  1.5609E-03  1.7199E-03  1.8951E-03  2.0882E-03  2.3010E-03  2.5354E-03  2.7937E-03  3.0783E-03  3.3919E-03  3.7374E-03  4.1182E-03  4.5377E-03  5.0000E-03
#
# Index=	   0  radius=   0.0003000000
# Radius 	 Lambda 	 Qabs 	 Qext 
9.6098e-04 8.9850e-01 5.4372e-05 5.4372e-05 
9.6098e-04 9.1326e-01 4.7326e-05 4.7326e-05 
9.6098e-04 9.2826e-01 4.2296e-05 4.2296e-05 
9.6098e-04 9.4351e-01 3.8584e-05 3.8584e-05 
9.6098e-04 9.5901e-01 3.5756e-05 3.5756e-05 
9.6098e-04 9.7476e-01 3.3533e-05 3.3533e-05 
9.6098e-04 9.9077e-01 3.1732e-05 3.1732e-05 
9.6098e-04 1.0070e+00 3.0238e-05 3.0238e-05 
9.6098e-04 1.0236e+00 2.8953e-05 2.8953e-05 
9.6098e-04 1.0404e+00 2.7840e-05 2.7840e-05 
9.6098e-04 1.0575e+00 2.6849e-05 2.6849e-05 
9.6098e-04 1.0749e+00 2.5951e-05 2.5951e-05 
9.6098e-04 1.0925e+00 2.5133e-05 2.5133e-05 
9.6098e-04 1.1105e+00 2.4370e-05 2.4370e-05 
9.6098e-04 1.1287e+00 2.3659e-05 2.3659e-05 
9.6098e-04 1.1472e+00 2.2989e-05 2.2989e-05 
9.6098e-04 1.1661e+00 2.2352e-05 2.2352e-05 
9.6098e-04 1.1852e+00 2.1747e-05 2.1747e-05 
9.6098e-04 1.2047e+00 2.1166e-05 2.1166e-05 
9.6098e-04 1.2245e+00 2.0610e-05 2.0610e-05 
9.6098e-04 1.2446e+00 2.0076e-05 2.0076e-05 
9.6098e-04 1.2651e+00 1.9558e-05 1.9558e-05 
9.6098e-04 1.2858e+00 1.9061e-05 1.9061e-05 
9.6098e-04 1.3070e+00 1.8575e-05 1.8575e-05 
9.6098e-04 1.3284e+00 1.8107e-05 1.8107e-05 
9.6098e-04 1.3502e+00 1.7651e-05 1.7651e-05 
9.6098e-04 1.3724e+00 1.7208e-05 1.7208e-05 
9.6098e-04 1.3950e+00 1.6777e-05 1.6777e-05 
9.6098e-04 1.4179e+00 1.6359e-05 1.6359e-05 
9.6098e-04 1.4412e+00 1.5952e-05 1.5952e-05 
9.6098e-04 1.4648e+00 1.5560e-05 1.5560e-05 
9.6098e-04 1.4889e+00 1.5174e-05 1.5174e-05 
9.6098e-04 1.5134e+00 1.4800e-05 1.4800e-05 
9.6098e-04 1.5382e+00 1.4438e-05 1.4438e-05 
9.6098e-04 1.5635e+00 1.4085e-05 1.4085e-05 
9.6098e-04 1.5892e+00 1.3741e-05 1.3741e-05 
9.6098e-04 1.6153e+00 1.3407e-05 1.3407e-05 
9.6098e-04 1.6418e+00 1.3085e-05 1.3085e-05 
9.6098e-04 1.6688e+00 1.2769e-05 1.2769e-05 
9.6098e-04 1.6962e+00 1.2462e-05 1.2462e-05 
9.6098e-04 1.7240e+00 1.2164e-05 1.2164e-05 
9.6098e-04 1.7524e+00 1.1872e-05 1.1872e-05 
9.6098e-04 1.7811e+00 1.1589e-05 1.1589e-05 
9.6098e-04 1.8104e+00 1.1311e-05 1.1311e-05 
9.6098e-04 1.8401e+00 1.1042e-05 1.1042e-05 
9.6098e-04 1.8704e+00 1.0779e-05 1.0779e-05 
9.6098e-04 1.9011e+00 1.0523e-05 1.0523e-05 
9.6098e-04 1.9323e+00 1.0275e-05 1.0275e-05 
9.6098e-04 1.9641e+00 1.0032e-05 1.0032e-05 
9.6098e-04 1.9963e+00 9.7967e-06 9.7967e-06 
9.6098e-04 2.0291e+00 9.5674e-06 9.5674e-06 
9.6098e-04 2.0624e+00 9.3444e-06 9.3444e-06 
9.6098e-04 2.0963e+00 9.1273e-06 9.1273e-06 
9.6098e-04 2.1307e+00 8.9167e-06 8.9167e-06 
9.6098e-04 2.1657e+00 8.7109e-06 8.7109e-06 
9.6098e-04 2.2013e+00 8.5107e-06 8.5107e-06 
9.6098e-04 2.2375e+00 8.3166e-06 8.3166e-06 
9.6098e-04 2.2742e+00 8.1298e-06 8.1298e-06 
9.6098e-04 2.3116e+00 7.9492e-06 7.9492e-06 
9.6098e-04 2.3496e+00 7.7747e-06 7.7747e-06 
9.6098e-04 2.3881e+00 7.6065e-06 7.6065e-06 
9.6098e-04 2.4274e+00 7.4453e-06 7.4453e-06 
9.6098e-04 2.4672e+00 7.2907e-06 7.2907e-06 
9.6098e-04 2.5078e+00 7.1423e-06 7.1423e-06 
9.6098e-04 2.5490e+00 6.9996e-06 6.9996e-06 
9.6098e-04 2.5908e+00 6.8633e-06 6.8633e-06 
9.6098e-04 2.6334e+00 6.7353e-06 6.7353e-06 
9.6098e-04 2.6766e+00 6.6170e-06 6.6170e-06 
9.6098e-04 2.7206e+00 6.5092e-06 6.5092e-06 
9.6098e-04 2.7653e+00 6.4155e-06 6.4155e-06 
9.6098e-04 2.8107e+00 6.3410e-06 6.3410e-06 
9.6098e-04 2.8569e+00 6.2925e-06 6.2925e-06 
9.6098e-04 2.9038e+00 6.2817e-06 6.2817e-06 
9.6098e-04 2.9515e+00 6.3293e-06 6.3293e-06 
9.6098e-04 3.0000e+00 6.4755e-06 6.4755e-06 
9.6098e-04 3.0159e+00 6.5562e-06 6.5562e-06 
9.6098e-04 3.0320e+00 6.6613e-06 6.6613e-06 
9.6098e-04 3.0481e+00 6.7950e-06 6.7950e-06 
9.6098e-04 3.0643e+00 6.9666e-06 6.9666e-06 
9.6098e-04 3.0806e+00 7.1887e-06 7.1887e-06 
9.6098e-04 3.0969e+00 7.4758e-06 7.4758e-06 
9.6098e-04 3.1134e+00 7.8565e-06 7.8565e-06 
9.6098e-04 3.1300e+00 8.3677e-06 8.3677e-06 
9.6098e-04 3.1466e+00 9.0640e-06 9.0640e-06 
9.6098e-04 3.1633e+00 1.0045e-05 1.0045e-05 
9.6098e-04 3.1801e+00 1.1479e-05 1.1479e-05 
9.6098e-04 3.1970e+00 1.3675e-05 1.3675e-05 
9.6098e-04 3.2140e+00 1.7259e-05 1.7259e-05 
9.6098e-04 3.2311e+00 2.3630e-05 2.3630e-05 
9.6098e-04 3.2483e+00 3.6383e-05 3.6383e-05 
9.6098e-04 3.2655e+00 6.6143e-05 6.6143e-05 
9.6098e-04 3.2829e+00 1.4720e-04 1.4720e-04 
9.6098e-04 3.3003e+00 2.5380e-04 2.5380e-04 
9.6098e-04 3.3179e+00 1.4219e-04 1.4219e-04 
9.6098e-04 3.3355e+00 6.4376e-05 6.4376e-05 
9.6098e-04 3.3532e+00 3.5507e-05 3.5507e-05 
9.6098e-04 3.3711e+00 2.3034e-05 2.3034e-05 
9.6098e-04 3.3890e+00 1.6772e-05 1.6772e-05 
9.6098e-04 3.4070e+00 1.3201e-05 1.3201e-05 
9.6098e-04 3.4251e+00 1.0981e-05 1.0981e-05 
9.6098e-04 3.4433e+00 9.5066e-06 9.5066e-06 
9.6098e-04 3.4616e+00 8.4762e-06 8.4762e-06 
9.6098e-04 3.4800e+00 7.7259e-06 7.7259e-06 
9.6098e-04 3.4985e+00 7.1611e-06 7.1611e-06 
9.6098e-04 3.5171e+00 6.7236e-06 6.7236e-06 
9.6098e-04 3.5358e+00 6.3768e-06 6.3768e-06 
9.6098e-04 3.5546e+00 6.0960e-06 6.0960e-06 
9.6098e-04 3.5735e+00 5.8644e-06 5.8644e-06 
9.6098e-04 3.5925e+00 5.6706e-06 5.6706e-06 
9.6098e-04 3.6115e+00 5.5068e-06 5.5068e-06 
9.6098e-04 3.6307e+00 5.3650e-06 5.3650e-06 
9.6098e-04 3.6500e+00 5.2417e-06 5.2417e-06 
9.6098e-04 3.6694e+00 5.1333e-06 5.1333e-06 
9.6098e-04 3.6889e+00 5.0372e-06 5.0372e-06 
9.6098e-04 3.7085e+00 4.9515e-06 4.9515e-06 
9.6098e-04 3.7283e+00 4.8739e-06 4.8739e-06 
9.6098e-04 3.7481e+00 4.8037e-06 4.8037e-06 
9.6098e-04 3.7680e+00 4.7402e-06 4.7402e-06 
9.6098e-04 3.7880e+00 4.6820e-06 4.6820e-06 
9.6098e-04 3.8081e+00 4.6284e-06 4.6284e-06 
9.6098e-04 3.8284e+00 4.5789e-06 4.5789e-06 
9.6098e-04 3.8487e+00 4.5331e-06 4.5331e-06 
9.6098e-04 3.8692e+00 4.4902e-06 4.4902e-06 
9.6098e-04 3.8897e+00 4.4503e-06 4.4503e-06 
9.6098e-04 3.9104e+00 4.4127e-06 4.4127e-06 
9.6098e-04 3.9312e+00 4.3774e-06 4.3774e-06 
9.6098e-04 3.9521e+00 4.3443e-06 4.3443e-06 
9.6098e-04 3.9731e+00 4.3131e-06 4.3131e-06 
9.6098e-04 3.9942e+00 4.2834e-06 4.2834e-06 
9.6098e-04 4.0154e+00 4.2553e-06 4.2553e-06 
9.6098e-04 4.0368e+00 4.2285e-06 4.2285e-06 
9.6098e-04 4.0582e+00 4.2033e-06 4.2033e-06 
9.6098e-04 4.0798e+00 4.1795e-06 4.1795e-06 
9.6098e-04 4.1015e+00 4.1568e-06 4.1568e-06 
9.6098e-04 4.1233e+00 4.1355e-06 4.1355e-06 
9.6098e-04 4.1452e+00 4.1153e-06 4.1153e-06 
9.6098e-04 4.1672e+00 4.0962e-06 4.0962e-06 
9.6098e-04 4.1894e+00 4.0782e-06 4.0782e-06 
9.6098e-04 4.2117e+00 4.0612e-06 4.0612e-06 
9.6098e-04 4.2340e+00 4.0453e-06 4.0453e-06 
9.6098e-04 4.2565e+00 4.0303e-06 4.0303e-06 
9.6098e-04 4.2792e+00 4.0163e-06 4.0163e-06 
9.6098e-04 4.3019e+00 4.0032e-06 4.0032e-06 
9.6098e-04 4.3248e+00 3.9913e-06 3.9913e-06 
9.6098e-04 4.3477e+00 3.9804e-06 3.9804e-06 
9.6098e-04 4.3709e+00 3.9704e-06 3.9704e-06 
9.6098e-04 4.3941e+00 3.9616e-06 3.9616e-06 
9.6098e-04 4.4174e+00 3.9539e-06 3.9539e-06 
9.6098e-04 4.4409e+00 3.9471e-06 3.9471e-06 
9.6098e-04 4.4645e+00 3.9418e-06 3.9418e-06 
9.6098e-04 4.4882e+00 3.9376e-06 3.9376e-06 
9.6098e-04 4.5121e+00 3.9347e-06 3.9347e-06 
9.6098e-04 4.5361e+00 3.9332e-06 3.9332e-06 
9.6098e-04 4.5602e+00 3.9330e-06 3.9330e-06 
9.6098e-04 4.5844e+00 3.9342e-06 3.9342e-06 
9.6098e-04 4.6088e+00 3.9370e-06 3.9370e-06 
9.6098e-04 4.6333e+00 3.9413e-06 3.9413e-06 
9.6098e-04 4.6579e+00 3.9473e-06 3.9473e-06 
9.6098e-04 4.6827e+00 3.9554e-06 3.9554e-06 
9.6098e-04 4.7076e+00 3.9655e-06 3.9655e-06 
9.6098e-04 4.7326e+00 3.9780e-06 3.9780e-06 
9.6098e-04 4.7577e+00 3.9932e-06 3.9932e-06 
9.6098e-04 4.7830e+00 4.0114e-06 4.0114e-06 
9.6098e-04 4.8084e+00 4.0328e-06 4.0328e-06 
9.6098e-04 4.8340e+00 4.0581e-06 4.0581e-06 
9.6098e-04 4.8597e+00 4.0879e-06 4.0879e-06 
9.6098e-04 4.8855e+00 4.1229e-06 4.1229e-06 
9.6098e-04 4.9115e+00 4.1647e-06 4.1647e-06 
9.6098e-04 4.9376e+00 4.2143e-06 4.2143e-06 
9.6098e-04 4.9638e+00 4.2739e-06 4.2739e-06 
9.6098e-04 4.9902e+00 4.3466e-06 4.3466e-06 
9.6098e-04 5.0167e+00 4.4362e-06 4.4362e-06 
9.6098e-04 5.0434e+00 4.5491e-06 4.5491e-06 
9.6098e-04 5.0702e+00 4.6948e-06 4.6948e-06 
9.6098e-04 5.0971e+00 4.8873e-06 4.8873e-06 
9.6098e-04 5.1242e+00 5.1494e-06 5.1494e-06 
9.6098e-04 5.1515e+00 5.5145e-06 5.5145e-06 
9.6098e-04 5.1788e+00 6.0217e-06 6.0217e-06 
9.6098e-04 5.2064e+00 6.7036e-06 6.7036e-06 
9.6098e-04 5.2340e+00 7.4728e-06 7.4728e-06 
9.6098e-04 5.2618e+00 8.0142e-06 8.0142e-06 
9.6098e-04 5.2898e+00 7.9623e-06 7.9623e-06 
9.6098e-04 5.3179e+00 7.4375e-06 7.4375e-06 
9.6098e-04 5.3462e+00 6.8534e-06 6.8534e-06 
9.6098e-04 5.3746e+00 6.4307e-06 6.4307e-06 
9.6098e-04 5.4032e+00 6.1934e-06 6.1934e-06 
9.6098e-04 5.4319e+00 6.1119e-06 6.1119e-06 
9.6098e-04 5.4608e+00 6.1593e-06 6.1593e-06 
9.6098e-04 5.4898e+00 6.3260e-06 6.3260e-06 
9.6098e-04 5.5190e+00 6.6215e-06 6.6215e-06 
9.6098e-04 5.5483e+00 7.0743e-06 7.0743e-06 
9.6098e-04 5.5778e+00 7.7361e-06 7.7361e-06 
9.6098e-04 5.6074e+00 8.6664e-06 8.6664e-06 
9.6098e-04 5.6372e+00 9.8827e-06 9.8827e-06 
9.6098e-04 5.6672e+00 1.1174e-05 1.1174e-05 
9.6098e-04 5.6973e+00 1.1956e-05 1.1956e-05 
9.6098e-04 5.7276e+00 1.1778e-05 1.1778e-05 
9.6098e-04 5.7580e+00 1.0990e-05 1.0990e-05 
9.6098e-04 5.7886e+00 1.0224e-05 1.0224e-05 
9.6098e-04 5.8194e+00 9.7739e-06 9.7739e-06 
9.6098e-04 5.8503e+00 9.6739e-06 9.6739e-06 
9.6098e-04 5.8814e+00 9.8947e-06 9.8947e-06 
9.6098e-04 5.9127e+00 1.0428e-05 1.0428e-05 
9.6098e-04 5.9441e+00 1.1302e-05 1.1302e-05 
9.6098e-04 5.9757e+00 1.2607e-05 1.2607e-05 
9.6098e-04 6.0074e+00 1.4499e-05 1.4499e-05 
9.6098e-04 6.0394e+00 1.7275e-05 1.7275e-05 
9.6098e-04 6.0715e+00 2.1395e-05 2.1395e-05 
9.6098e-04 6.1037e+00 2.7597e-05 2.7597e-05 
9.6098e-04 6.1362e+00 3.6861e-05 3.6861e-05 
9.6098e-04 6.1688e+00 4.9174e-05 4.9174e-05 
9.6098e-04 6.2016e+00 6.0310e-05 6.0310e-05 
9.6098e-04 6.2345e+00 6.1319e-05 6.1319e-05 
9.6098e-04 6.2677e+00 5.1361e-05 5.1361e-05 
9.6098e-04 6.3010e+00 3.9305e-05 3.9305e-05 
9.6098e-04 6.3345e+00 3.0140e-05 3.0140e-05 
9.6098e-04 6.3681e+00 2.4143e-05 2.4143e-05 
9.6098e-04 6.4020e+00 2.0372e-05 2.0372e-05 
9.6098e-04 6.4360e+00 1.8078e-05 1.8078e-05 
9.6098e-04 6.4702e+00 1.6750e-05 1.6750e-05 
9.6098e-04 6.5046e+00 1.6080e-05 1.6080e-05 
9.6098e-04 6.5392e+00 1.5867e-05 1.5867e-05 
9.6098e-04 6.5739e+00 1.5961e-05 1.5961e-05 
9.6098e-04 6.6089e+00 1.6221e-05 1.6221e-05 
9.6098e-04 6.6440e+00 1.6504e-05 1.6504e-05 
9.6098e-04 6.6793e+00 1.6685e-05 1.6685e-05 
9.6098e-04 6.7148e+00 1.6686e-05 1.6686e-05 
9.6098e-04 6.7505e+00 1.6512e-05 1.6512e-05 
9.6098e-04 6.7864e+00 1.6231e-05 1.6231e-05 
9.6098e-04 6.8224e+00 1.5941e-05 1.5941e-05 
9.6098e-04 6.8587e+00 1.5724e-05 1.5724e-05 
9.6098e-04 6.8951e+00 1.5635e-05 1.5635e-05 
9.6098e-04 6.9318e+00 1.5704e-05 1.5704e-05 
9.6098e-04 6.9686e+00 1.5942e-05 1.5942e-05 
9.6098e-04 7.0057e+00 1.6353e-05 1.6353e-05 
9.6098e-04 7.0429e+00 1.6934e-05 1.6934e-05 
9.6098e-04 7.0803e+00 1.7687e-05 1.7687e-05 
9.6098e-04 7.1180e+00 1.8617e-05 1.8617e-05 
9.6098e-04 7.1558e+00 1.9724e-05 1.9724e-05 
9.6098e-04 7.1938e+00 2.1022e-05 2.1022e-05 
9.6098e-04 7.2320e+00 2.2530e-05 2.2530e-05 
9.6098e-04 7.2705e+00 2.4288e-05 2.4288e-05 
9.6098e-04 7.3091e+00 2.6346e-05 2.6346e-05 
9.6098e-04 7.3480e+00 2.8808e-05 2.8808e-05 
9.6098e-04 7.3870e+00 3.1802e-05 3.1802e-05 
9.6098e-04 7.4263e+00 3.5519e-05 3.5519e-05 
9.6098e-04 7.4657e+00 4.0078e-05 4.0078e-05 
9.6098e-04 7.5054e+00 4.5395e-05 4.5395e-05 
9.6098e-04 7.5453e+00 5.0734e-05 5.0734e-05 
9.6098e-04 7.5854e+00 5.4647e-05 5.4647e-05 
9.6098e-04 7.6257e+00 5.5953e-05 5.5953e-05 
9.6098e-04 7.6663e+00 5.5105e-05 5.5105e-05 
9.6098e-04 7.7070e+00 5.3714e-05 5.3714e-05 
9.6098e-04 7.7480e+00 5.2864e-05 5.2864e-05 
9.6098e-04 7.7891e+00 5.2448e-05 5.2448e-05 
9.6098e-04 7.8305e+00 5.1514e-05 5.1514e-05 
9.6098e-04 7.8722e+00 4.9111e-05 4.9111e-05 
9.6098e-04 7.9140e+00 4.5137e-05 4.5137e-05 
9.6098e-04 7.9561e+00 4.0308e-05 4.0308e-05 
9.6098e-04 7.9983e+00 3.5550e-05 3.5550e-05 
9.6098e-04 8.0409e+00 3.1410e-05 3.1410e-05 
9.6098e-04 8.0836e+00 2.8131e-05 2.8131e-05 
9.6098e-04 8.1265e+00 2.5704e-05 2.5704e-05 
9.6098e-04 8.1697e+00 2.4042e-05 2.4042e-05 
9.6098e-04 8.2132e+00 2.3038e-05 2.3038e-05 
9.6098e-04 8.2568e+00 2.2561e-05 2.2561e-05 
9.6098e-04 8.3007e+00 2.2463e-05 2.2463e-05 
9.6098e-04 8.3448e+00 2.2653e-05 2.2653e-05 
9.6098e-04 8.3892e+00 2.3195e-05 2.3195e-05 
9.6098e-04 8.4337e+00 2.4316e-05 2.4316e-05 
9.6098e-04 8.4786e+00 2.6254e-05 2.6254e-05 
9.6098e-04 8.5236e+00 2.8885e-05 2.8885e-05 
9.6098e-04 8.5689e+00 3.1283e-05 3.1283e-05 
9.6098e-04 8.6145e+00 3.1746e-05 3.1746e-05 
9.6098e-04 8.6603e+00 2.9428e-05 2.9428e-05 
9.6098e-04 8.7063e+00 2.5470e-05 2.5470e-05 
9.6098e-04 8.7526e+00 2.1465e-05 2.1465e-05 
9.6098e-04 8.7991e+00 1.8180e-05 1.8180e-05 
9.6098e-04 8.8458e+00 1.5691e-05 1.5691e-05 
9.6098e-04 8.8928e+00 1.3841e-05 1.3841e-05 
9.6098e-04 8.9401e+00 1.2461e-05 1.2461e-05 
9.6098e-04 8.9876e+00 1.1420e-05 1.1420e-05 
9.6098e-04 9.0354e+00 1.0620e-05 1.0620e-05 
9.6098e-04 9.0834e+00 9.9964e-06 9.9964e-06 
9.6098e-04 9.1317e+00 9.5029e-06 9.5029e-06 
9.6098e-04 9.1802e+00 9.1087e-06 9.1087e-06 
9.6098e-04 9.2290e+00 8.7909e-06 8.7909e-06 
9.6098e-04 9.2781e+00 8.5334e-06 8.5334e-06 
9.6098e-04 9.3274e+00 8.3250e-06 8.3250e-06 
9.6098e-04 9.3769e+00 8.1570e-06 8.1570e-06 
9.6098e-04 9.4268e+00 8.0221e-06 8.0221e-06 
9.6098e-04 9.4769e+00 7.9160e-06 7.9160e-06 
9.6098e-04 9.5272e+00 7.8348e-06 7.8348e-06 
9.6098e-04 9.5779e+00 7.7754e-06 7.7754e-06 
9.6098e-04 9.6288e+00 7.7357e-06 7.7357e-06 
9.6098e-04 9.6800e+00 7.7142e-06 7.7142e-06 
9.6098e-04 9.7314e+00 7.7097e-06 7.7097e-06 
9.6098e-04 9.7831e+00 7.7212e-06 7.7212e-06 
9.6098e-04 9.8351e+00 7.7486e-06 7.7486e-06 
9.6098e-04 9.8874e+00 7.7917e-06 7.7917e-06 
9.6098e-04 9.9399e+00 7.8508e-06 7.8508e-06 
9.6098e-04 9.9928e+00 7.9267e-06 7.9267e-06 
9.6098e-04 1.0046e+01 8.0203e-06 8.0203e-06 
9.6098e-04 1.0099e+01 8.1320e-06 8.1320e-06 
9.6098e-04 1.0153e+01 8.2666e-06 8.2666e-06 
9.6098e-04 1.0207e+01 8.4244e-06 8.4244e-06 
9.6098e-04 1.0261e+01 8.6090e-06 8.6090e-06 
9.6098e-04 1.0316e+01 8.8293e-06 8.8293e-06 
9.6098e-04 1.0371e+01 9.0887e-06 9.0887e-06 
9.6098e-04 1.0426e+01 9.3970e-06 9.3970e-06 
9.6098e-04 1.0481e+01 9.7688e-06 9.7688e-06 
9.6098e-04 1.0537e+01 1.0237e-05 1.0237e-05 
9.6098e-04 1.0593e+01 1.0831e-05 1.0831e-05 
9.6098e-04 1.0649e+01 1.1566e-05 1.1566e-05 
9.6098e-04 1.0706e+01 1.2355e-05 1.2355e-05 
9.6098e-04 1.0763e+01 1.3231e-05 1.3231e-05 
9.6098e-04 1.0820e+01 1.4433e-05 1.4433e-05 
9.6098e-04 1.0877e+01 1.6122e-05 1.6122e-05 
9.6098e-04 1.0935e+01 1.8574e-05 1.8574e-05 
9.6098e-04 1.0993e+01 2.2217e-05 2.2217e-05 
9.6098e-04 1.1052e+01 2.8130e-05 2.8130e-05 
9.6098e-04 1.1110e+01 3.8444e-05 3.8444e-05 
9.6098e-04 1.1169e+01 5.9875e-05 5.9875e-05 
9.6098e-04 1.1229e+01 9.0003e-05 9.0003e-05 
9.6098e-04 1.1288e+01 8.0170e-05 8.0170e-05 
9.6098e-04 1.1348e+01 6.7932e-05 6.7932e-05 
9.6098e-04 1.1409e+01 5.6151e-05 5.6151e-05 
9.6098e-04 1.1469e+01 4.4893e-05 4.4893e-05 
9.6098e-04 1.1530e+01 3.6404e-05 3.6404e-05 
9.6098e-04 1.1592e+01 3.1025e-05 3.1025e-05 
9.6098e-04 1.1653e+01 2.8178e-05 2.8178e-05 
9.6098e-04 1.1715e+01 2.7092e-05 2.7092e-05 
9.6098e-04 1.1777e+01 2.7371e-05 2.7371e-05 
9.6098e-04 1.1840e+01 2.8651e-05 2.8651e-05 
9.6098e-04 1.1903e+01 3.0357e-05 3.0357e-05 
9.6098e-04 1.1966e+01 3.1651e-05 3.1651e-05 
9.6098e-04 1.2030e+01 3.1862e-05 3.1862e-05 
9.6098e-04 1.2094e+01 3.1117e-05 3.1117e-05 
9.6098e-04 1.2158e+01 3.0259e-05 3.0259e-05 
9.6098e-04 1.2223e+01 3.0092e-05 3.0092e-05 
9.6098e-04 1.2288e+01 3.1120e-05 3.1120e-05 
9.6098e-04 1.2353e+01 3.3593e-05 3.3593e-05 
9.6098e-04 1.2419e+01 3.7646e-05 3.7646e-05 
9.6098e-04 1.2485e+01 4.2873e-05 4.2873e-05 
9.6098e-04 1.2551e+01 4.7995e-05 4.7995e-05 
9.6098e-04 1.2618e+01 5.1193e-05 5.1193e-05 
9.6098e-04 1.2685e+01 5.0707e-05 5.0707e-05 
9.6098e-04 1.2752e+01 4.3839e-05 4.3839e-05 
9.6098e-04 1.2820e+01 3.6313e-05 3.6313e-05 
9.6098e-04 1.2888e+01 3.0568e-05 3.0568e-05 
9.6098e-04 1.2956e+01 2.6396e-05 2.6396e-05 
9.6098e-04 1.3025e+01 2.3433e-05 2.3433e-05 
9.6098e-04 1.3095e+01 2.1430e-05 2.1430e-05 
9.6098e-04 1.3164e+01 2.0230e-05 2.0230e-05 
9.6098e-04 1.3234e+01 1.9655e-05 1.9655e-05 
9.6098e-04 1.3304e+01 1.9599e-05 1.9599e-05 
9.6098e-04 1.3375e+01 1.9842e-05 1.9842e-05 
9.6098e-04 1.3446e+01 1.9941e-05 1.9941e-05 
9.6098e-04 1.3518e+01 1.9424e-05 1.9424e-05 
9.6098e-04 1.3590e+01 1.8284e-05 1.8284e-05 
9.6098e-04 1.3662e+01 1.6949e-05 1.6949e-05 
9.6098e-04 1.3734e+01 1.5777e-05 1.5777e-05 
9.6098e-04 1.3807e+01 1.4880e-05 1.4880e-05 
9.6098e-04 1.3881e+01 1.4274e-05 1.4274e-05 
9.6098e-04 1.3955e+01 1.3961e-05 1.3961e-05 
9.6098e-04 1.4029e+01 1.3952e-05 1.3952e-05 
9.6098e-04 1.4103e+01 1.4216e-05 1.4216e-05 
9.6098e-04 1.4178e+01 1.4385e-05 1.4385e-05 
9.6098e-04 1.4254e+01 1.3902e-05 1.3902e-05 
9.6098e-04 1.4329e+01 1.3103e-05 1.3103e-05 
9.6098e-04 1.4405e+01 1.2452e-05 1.2452e-05 
9.6098e-04 1.4482e+01 1.2008e-05 1.2008e-05 
9.6098e-04 1.4559e+01 1.1710e-05 1.1710e-05 
9.6098e-04 1.4636e+01 1.1500e-05 1.1500e-05 
9.6098e-04 1.4714e+01 1.1343e-05 1.1343e-05 
9.6098e-04 1.4792e+01 1.1223e-05 1.1223e-05 
9.6098e-04 1.4871e+01 1.1128e-05 1.1128e-05 
9.6098e-04 1.4950e+01 1.1052e-05 1.1052e-05 
9.6098e-04 1.5029e+01 1.0992e-05 1.0992e-05 
9.6098e-04 1.5109e+01 1.0943e-05 1.0943e-05 
9.6098e-04 1.5190e+01 1.0906e-05 1.0906e-05 
9.6098e-04 1.5270e+01 1.0881e-05 1.0881e-05 
9.6098e-04 1.5352e+01 1.0866e-05 1.0866e-05 
9.6098e-04 1.5433e+01 1.0865e-05 1.0865e-05 
9.6098e-04 1.5515e+01 1.0879e-05 1.0879e-05 
9.6098e-04 1.5598e+01 1.0915e-05 1.0915e-05 
9.6098e-04 1.5681e+01 1.0985e-05 1.0985e-05 
9.6098e-04 1.5764e+01 1.1106e-05 1.1106e-05 
9.6098e-04 1.5848e+01 1.1283e-05 1.1283e-05 
9.6098e-04 1.5932e+01 1.1420e-05 1.1420e-05 
9.6098e-04 1.6017e+01 1.1511e-05 1.1511e-05 
9.6098e-04 1.6102e+01 1.1717e-05 1.1717e-05 
9.6098e-04 1.6187e+01 1.2151e-05 1.2151e-05 
9.6098e-04 1.6273e+01 1.3051e-05 1.3051e-05 
9.6098e-04 1.6360e+01 1.5029e-05 1.5029e-05 
9.6098e-04 1.6447e+01 1.7373e-05 1.7373e-05 
9.6098e-04 1.6534e+01 1.5871e-05 1.5871e-05 
9.6098e-04 1.6622e+01 1.4460e-05 1.4460e-05 
9.6098e-04 1.6710e+01 1.4162e-05 1.4162e-05 
9.6098e-04 1.6799e+01 1.4307e-05 1.4307e-05 
9.6098e-04 1.6888e+01 1.4557e-05 1.4557e-05 
9.6098e-04 1.6978e+01 1.4724e-05 1.4724e-05 
9.6098e-04 1.7068e+01 1.4700e-05 1.4700e-05 
9.6098e-04 1.7159e+01 1.4494e-05 1.4494e-05 
9.6098e-04 1.7250e+01 1.4293e-05 1.4293e-05 
9.6098e-04 1.7342e+01 1.4398e-05 1.4398e-05 
9.6098e-04 1.7434e+01 1.3548e-05 1.3548e-05 
9.6098e-04 1.7527e+01 1.2333e-05 1.2333e-05 
9.6098e-04 1.7620e+01 1.1616e-05 1.1616e-05 
9.6098e-04 1.7714e+01 1.1192e-05 1.1192e-05 
9.6098e-04 1.7808e+01 1.1010e-05 1.1010e-05 
9.6098e-04 1.7902e+01 1.0719e-05 1.0719e-05 
9.6098e-04 1.7998e+01 1.0133e-05 1.0133e-05 
