# This is ionized PAHs from DL (2007)
# nsize (number of sampled sizes in this file
# sizes (microns)
# n_size = 30 
#    3.0000E-04  3.3056E-04  3.6424E-04  4.0135E-04  4.4223E-04  4.8729E-04  5.3693E-04  5.9163E-04  6.5190E-04  7.1832E-04  7.9150E-04  8.7213E-04  9.6098E-04  1.0589E-03  1.1668E-03  1.2856E-03  1.4166E-03  1.5609E-03  1.7199E-03  1.8951E-03  2.0882E-03  2.3010E-03  2.5354E-03  2.7937E-03  3.0783E-03  3.3919E-03  3.7374E-03  4.1182E-03  4.5377E-03  5.0000E-03
#
# Index=	   0  radius=   0.0003000000
# Radius 	 Lambda 	 Qabs 	 Qext 
8.7213e-04 1.5848e+01 1.0240e-05 1.0240e-05 
8.7213e-04 1.5932e+01 1.0364e-05 1.0364e-05 
8.7213e-04 1.6017e+01 1.0447e-05 1.0447e-05 
8.7213e-04 1.6102e+01 1.0634e-05 1.0634e-05 
8.7213e-04 1.6187e+01 1.1028e-05 1.1028e-05 
8.7213e-04 1.6273e+01 1.1844e-05 1.1844e-05 
8.7213e-04 1.6360e+01 1.3639e-05 1.3639e-05 
8.7213e-04 1.6447e+01 1.5767e-05 1.5767e-05 
8.7213e-04 1.6534e+01 1.4403e-05 1.4403e-05 
8.7213e-04 1.6622e+01 1.3123e-05 1.3123e-05 
8.7213e-04 1.6710e+01 1.2853e-05 1.2853e-05 
8.7213e-04 1.6799e+01 1.2984e-05 1.2984e-05 
8.7213e-04 1.6888e+01 1.3211e-05 1.3211e-05 
8.7213e-04 1.6978e+01 1.3363e-05 1.3363e-05 
8.7213e-04 1.7068e+01 1.3341e-05 1.3341e-05 
8.7213e-04 1.7159e+01 1.3154e-05 1.3154e-05 
8.7213e-04 1.7250e+01 1.2972e-05 1.2972e-05 
8.7213e-04 1.7342e+01 1.3067e-05 1.3067e-05 
8.7213e-04 1.7434e+01 1.2295e-05 1.2295e-05 
8.7213e-04 1.7527e+01 1.1193e-05 1.1193e-05 
8.7213e-04 1.7620e+01 1.0542e-05 1.0542e-05 
8.7213e-04 1.7714e+01 1.0157e-05 1.0157e-05 
8.7213e-04 1.7808e+01 9.9923e-06 9.9923e-06 
8.7213e-04 1.7902e+01 9.7283e-06 9.7283e-06 
8.7213e-04 1.7998e+01 9.1963e-06 9.1963e-06 
8.7213e-04 1.8093e+01 8.7920e-06 8.7920e-06 
8.7213e-04 1.8189e+01 8.5049e-06 8.5049e-06 
8.7213e-04 1.8286e+01 8.2810e-06 8.2810e-06 
8.7213e-04 1.8383e+01 8.0957e-06 8.0957e-06 
8.7213e-04 1.8481e+01 7.9338e-06 7.9338e-06 
8.7213e-04 1.8579e+01 7.7895e-06 7.7895e-06 
8.7213e-04 1.8678e+01 7.6561e-06 7.6561e-06 
8.7213e-04 1.8777e+01 7.5315e-06 7.5315e-06 
8.7213e-04 1.8877e+01 7.4116e-06 7.4116e-06 
8.7213e-04 1.8977e+01 7.2958e-06 7.2958e-06 
8.7213e-04 1.9078e+01 7.1819e-06 7.1819e-06 
8.7213e-04 1.9180e+01 7.0694e-06 7.0694e-06 
8.7213e-04 1.9281e+01 6.9605e-06 6.9605e-06 
8.7213e-04 1.9384e+01 6.8524e-06 6.8524e-06 
8.7213e-04 1.9487e+01 6.7475e-06 6.7475e-06 
8.7213e-04 1.9591e+01 6.6450e-06 6.6450e-06 
8.7213e-04 1.9695e+01 6.5460e-06 6.5460e-06 
8.7213e-04 1.9799e+01 6.4506e-06 6.4506e-06 
8.7213e-04 1.9905e+01 6.3567e-06 6.3567e-06 
8.7213e-04 2.0010e+01 6.2671e-06 6.2671e-06 
8.7213e-04 2.0117e+01 6.1789e-06 6.1789e-06 
8.7213e-04 2.0224e+01 6.0937e-06 6.0937e-06 
8.7213e-04 2.0331e+01 6.0113e-06 6.0113e-06 
8.7213e-04 2.0439e+01 5.9306e-06 5.9306e-06 
8.7213e-04 2.0548e+01 5.8517e-06 5.8517e-06 
8.7213e-04 2.0657e+01 5.7750e-06 5.7750e-06 
8.7213e-04 2.0767e+01 5.6997e-06 5.6997e-06 
8.7213e-04 2.0877e+01 5.6263e-06 5.6263e-06 
8.7213e-04 2.0988e+01 5.5541e-06 5.5541e-06 
8.7213e-04 2.1100e+01 5.4832e-06 5.4832e-06 
8.7213e-04 2.1212e+01 5.4140e-06 5.4140e-06 
8.7213e-04 2.1324e+01 5.3466e-06 5.3466e-06 
8.7213e-04 2.1438e+01 5.2797e-06 5.2797e-06 
8.7213e-04 2.1552e+01 5.2143e-06 5.2143e-06 
8.7213e-04 2.1666e+01 5.1505e-06 5.1505e-06 
8.7213e-04 2.1781e+01 5.0877e-06 5.0877e-06 
8.7213e-04 2.1897e+01 5.0258e-06 5.0258e-06 
8.7213e-04 2.2014e+01 4.9646e-06 4.9646e-06 
8.7213e-04 2.2131e+01 4.9048e-06 4.9048e-06 
8.7213e-04 2.2248e+01 4.8462e-06 4.8462e-06 
8.7213e-04 2.2366e+01 4.7885e-06 4.7885e-06 
8.7213e-04 2.2485e+01 4.7317e-06 4.7317e-06 
8.7213e-04 2.2605e+01 4.6757e-06 4.6757e-06 
8.7213e-04 2.2725e+01 4.6210e-06 4.6210e-06 
8.7213e-04 2.2846e+01 4.5671e-06 4.5671e-06 
8.7213e-04 2.2967e+01 4.5144e-06 4.5144e-06 
8.7213e-04 2.3089e+01 4.4625e-06 4.4625e-06 
8.7213e-04 2.3212e+01 4.4113e-06 4.4113e-06 
8.7213e-04 2.3335e+01 4.3610e-06 4.3610e-06 
8.7213e-04 2.3459e+01 4.3113e-06 4.3113e-06 
8.7213e-04 2.3584e+01 4.2623e-06 4.2623e-06 
8.7213e-04 2.3709e+01 4.2145e-06 4.2145e-06 
8.7213e-04 2.3835e+01 4.1674e-06 4.1674e-06 
8.7213e-04 2.3962e+01 4.1210e-06 4.1210e-06 
8.7213e-04 2.4089e+01 4.0756e-06 4.0756e-06 
8.7213e-04 2.4217e+01 4.0310e-06 4.0310e-06 
8.7213e-04 2.4346e+01 3.9870e-06 3.9870e-06 
8.7213e-04 2.4476e+01 3.9437e-06 3.9437e-06 
8.7213e-04 2.4606e+01 3.9012e-06 3.9012e-06 
8.7213e-04 2.4736e+01 3.8595e-06 3.8595e-06 
8.7213e-04 2.4868e+01 3.8179e-06 3.8179e-06 
8.7213e-04 2.5000e+01 3.7772e-06 3.7772e-06 
8.7213e-04 2.6596e+01 3.3492e-06 3.3492e-06 
8.7213e-04 2.8295e+01 2.9912e-06 2.9912e-06 
8.7213e-04 3.0101e+01 2.6864e-06 2.6864e-06 
8.7213e-04 3.2023e+01 2.4203e-06 2.4203e-06 
8.7213e-04 3.4068e+01 2.1820e-06 2.1820e-06 
8.7213e-04 3.6243e+01 1.9643e-06 1.9643e-06 
8.7213e-04 3.8557e+01 1.7631e-06 1.7631e-06 
8.7213e-04 4.1019e+01 1.5766e-06 1.5766e-06 
8.7213e-04 4.3638e+01 1.4042e-06 1.4042e-06 
8.7213e-04 4.6425e+01 1.2462e-06 1.2462e-06 
8.7213e-04 4.9389e+01 1.1028e-06 1.1028e-06 
8.7213e-04 5.2543e+01 9.7363e-07 9.7363e-07 
8.7213e-04 5.5898e+01 8.5816e-07 8.5816e-07 
8.7213e-04 5.9467e+01 7.5548e-07 7.5548e-07 
8.7213e-04 6.3264e+01 6.6456e-07 6.6456e-07 
8.7213e-04 6.7303e+01 5.8434e-07 5.8434e-07 
8.7213e-04 7.1601e+01 5.1369e-07 5.1369e-07 
8.7213e-04 7.6173e+01 4.5162e-07 4.5162e-07 
8.7213e-04 8.1036e+01 3.9714e-07 3.9714e-07 
8.7213e-04 8.6211e+01 3.4939e-07 3.4939e-07 
8.7213e-04 9.1715e+01 3.0761e-07 3.0761e-07 
8.7213e-04 9.7572e+01 2.7095e-07 2.7095e-07 
8.7213e-04 1.0380e+02 2.3891e-07 2.3891e-07 
8.7213e-04 1.1043e+02 2.1107e-07 2.1107e-07 
8.7213e-04 1.1748e+02 1.8710e-07 1.8710e-07 
8.7213e-04 1.2498e+02 1.6665e-07 1.6665e-07 
8.7213e-04 1.3296e+02 1.4903e-07 1.4903e-07 
8.7213e-04 1.4145e+02 1.3274e-07 1.3274e-07 
8.7213e-04 1.5048e+02 1.1677e-07 1.1677e-07 
8.7213e-04 1.6009e+02 1.0195e-07 1.0195e-07 
8.7213e-04 1.7031e+02 8.9026e-08 8.9026e-08 
8.7213e-04 1.8119e+02 7.7937e-08 7.7937e-08 
8.7213e-04 1.9276e+02 6.8399e-08 6.8399e-08 
8.7213e-04 2.0507e+02 6.0125e-08 6.0125e-08 
8.7213e-04 2.1816e+02 5.2917e-08 5.2917e-08 
8.7213e-04 2.3209e+02 4.6613e-08 4.6613e-08 
8.7213e-04 2.4691e+02 4.1083e-08 4.1083e-08 
8.7213e-04 2.6268e+02 3.6224e-08 3.6224e-08 
8.7213e-04 2.7945e+02 3.1954e-08 3.1954e-08 
8.7213e-04 2.9729e+02 2.8194e-08 2.8194e-08 
8.7213e-04 3.1627e+02 2.4882e-08 2.4882e-08 
8.7213e-04 3.3647e+02 2.1962e-08 2.1962e-08 
8.7213e-04 3.5795e+02 1.9388e-08 1.9388e-08 
8.7213e-04 3.8081e+02 1.7118e-08 1.7118e-08 
8.7213e-04 4.0512e+02 1.5115e-08 1.5115e-08 
8.7213e-04 4.3099e+02 1.3348e-08 1.3348e-08 
8.7213e-04 4.5851e+02 1.1788e-08 1.1788e-08 
8.7213e-04 4.8779e+02 1.0411e-08 1.0411e-08 
8.7213e-04 5.1893e+02 9.1953e-09 9.1953e-09 
8.7213e-04 5.5207e+02 8.1218e-09 8.1218e-09 
8.7213e-04 5.8732e+02 7.1740e-09 7.1740e-09 
8.7213e-04 6.2482e+02 6.3371e-09 6.3371e-09 
8.7213e-04 6.6471e+02 5.5981e-09 5.5981e-09 
8.7213e-04 7.0716e+02 4.9452e-09 4.9452e-09 
8.7213e-04 7.5231e+02 4.3688e-09 4.3688e-09 
8.7213e-04 8.0035e+02 3.8595e-09 3.8595e-09 
8.7213e-04 8.5145e+02 3.4097e-09 3.4097e-09 
8.7213e-04 9.0582e+02 3.0123e-09 3.0123e-09 
8.7213e-04 9.6366e+02 2.6613e-09 2.6613e-09 
8.7213e-04 1.0252e+03 2.3511e-09 2.3511e-09 
8.7213e-04 1.0906e+03 2.0775e-09 2.0775e-09 
8.7213e-04 1.1603e+03 1.8352e-09 1.8352e-09 
8.7213e-04 1.2344e+03 1.6214e-09 1.6214e-09 
8.7213e-04 1.3132e+03 1.4326e-09 1.4326e-09 
8.7213e-04 1.3970e+03 1.2658e-09 1.2658e-09 
8.7213e-04 1.4862e+03 1.1184e-09 1.1184e-09 
8.7213e-04 1.5811e+03 9.8812e-10 9.8812e-10 
8.7213e-04 1.6821e+03 8.7302e-10 8.7302e-10 
8.7213e-04 1.7895e+03 7.7132e-10 7.7132e-10 
8.7213e-04 1.9038e+03 6.8147e-10 6.8147e-10 
8.7213e-04 2.0253e+03 6.0215e-10 6.0215e-10 
8.7213e-04 2.1546e+03 5.3202e-10 5.3202e-10 
8.7213e-04 2.2922e+03 4.7007e-10 4.7007e-10 
8.7213e-04 2.4386e+03 4.1532e-10 4.1532e-10 
8.7213e-04 2.5943e+03 3.6694e-10 3.6694e-10 
8.7213e-04 2.7599e+03 3.2424e-10 3.2424e-10 
8.7213e-04 2.9362e+03 2.8646e-10 2.8646e-10 
8.7213e-04 3.1236e+03 2.5312e-10 2.5312e-10 
8.7213e-04 3.3231e+03 2.2364e-10 2.2364e-10 
8.7213e-04 3.5353e+03 1.9760e-10 1.9760e-10 
8.7213e-04 3.7610e+03 1.7459e-10 1.7459e-10 
8.7213e-04 4.0012e+03 1.5426e-10 1.5426e-10 
8.7213e-04 4.2566e+03 1.3630e-10 1.3630e-10 
8.7213e-04 4.5284e+03 1.2043e-10 1.2043e-10 
8.7213e-04 4.8176e+03 1.0640e-10 1.0640e-10 
8.7213e-04 5.1252e+03 9.4014e-11 9.4014e-11 
8.7213e-04 5.4524e+03 8.3068e-11 8.3068e-11 
8.7213e-04 5.8006e+03 7.3396e-11 7.3396e-11 
8.7213e-04 6.1710e+03 6.4849e-11 6.4849e-11 
8.7213e-04 6.5650e+03 5.7299e-11 5.7299e-11 
8.7213e-04 6.9842e+03 5.0626e-11 5.0626e-11 
8.7213e-04 7.4301e+03 4.4732e-11 4.4732e-11 
8.7213e-04 7.9046e+03 3.9523e-11 3.9523e-11 
8.7213e-04 8.4093e+03 3.4921e-11 3.4921e-11 
8.7213e-04 8.9462e+03 3.0855e-11 3.0855e-11 
8.7213e-04 9.5174e+03 2.7263e-11 2.7263e-11 
8.7213e-04 1.0125e+04 2.4089e-11 2.4089e-11 
8.7213e-04 1.0772e+04 2.1282e-11 2.1282e-11 
8.7213e-04 1.1459e+04 1.8807e-11 1.8807e-11 
8.7213e-04 1.2191e+04 1.6616e-11 1.6616e-11 
8.7213e-04 1.2970e+04 1.4680e-11 1.4680e-11 
8.7213e-04 1.3798e+04 1.2971e-11 1.2971e-11 
8.7213e-04 1.4679e+04 1.1461e-11 1.1461e-11 
8.7213e-04 1.5616e+04 1.0127e-11 1.0127e-11 
8.7213e-04 1.6613e+04 8.9477e-12 8.9477e-12 
8.7213e-04 1.7674e+04 7.9054e-12 7.9054e-12 
8.7213e-04 1.8802e+04 6.9855e-12 6.9855e-12 
8.7213e-04 2.0003e+04 6.1719e-12 6.1719e-12 
8.7213e-04 2.1280e+04 5.4532e-12 5.4532e-12 
8.7213e-04 2.2639e+04 4.8182e-12 4.8182e-12 
8.7213e-04 2.4084e+04 4.2574e-12 4.2574e-12 
8.7213e-04 2.5622e+04 3.7616e-12 3.7616e-12 
8.7213e-04 2.7258e+04 3.3236e-12 3.3236e-12 
8.7213e-04 2.8999e+04 2.9365e-12 2.9365e-12 
8.7213e-04 3.0850e+04 2.5947e-12 2.5947e-12 
8.7213e-04 3.2820e+04 2.2925e-12 2.2925e-12 
8.7213e-04 3.4916e+04 2.0256e-12 2.0256e-12 
8.7213e-04 3.7145e+04 1.7897e-12 1.7897e-12 
8.7213e-04 3.9517e+04 1.5813e-12 1.5813e-12 
8.7213e-04 4.2040e+04 1.3972e-12 1.3972e-12 
8.7213e-04 4.4725e+04 1.2345e-12 1.2345e-12 
8.7213e-04 4.7580e+04 1.0908e-12 1.0908e-12 
8.7213e-04 5.0618e+04 9.6377e-13 9.6377e-13 
8.7213e-04 5.3850e+04 8.5154e-13 8.5154e-13 
8.7213e-04 5.7289e+04 7.5237e-13 7.5237e-13 
8.7213e-04 6.0947e+04 6.6477e-13 6.6477e-13 
8.7213e-04 6.4838e+04 5.8737e-13 5.8737e-13 
8.7213e-04 6.8978e+04 5.1898e-13 5.1898e-13 
8.7213e-04 7.3383e+04 4.5854e-13 4.5854e-13 
8.7213e-04 7.8068e+04 4.0516e-13 4.0516e-13 
8.7213e-04 8.3053e+04 3.5797e-13 3.5797e-13 
8.7213e-04 8.8356e+04 3.1630e-13 3.1630e-13 
8.7213e-04 9.3998e+04 2.7947e-13 2.7947e-13 
8.7213e-04 1.0000e+05 2.4692e-13 2.4692e-13 


# Index=	   12  radius=   0.0009609800
# Radius 	 Lambda 	 Qabs 	 Qext 
9.6098e-04 4.0000e-02 5.8945e-02 5.8945e-02 
9.6098e-04 4.0657e-02 6.0402e-02 6.0402e-02 
9.6098e-04 4.1325e-02 6.1885e-02 6.1885e-02 
9.6098e-04 4.2004e-02 6.3395e-02 6.3395e-02 
9.6098e-04 4.2694e-02 6.6219e-02 6.6219e-02 
9.6098e-04 4.3395e-02 6.9399e-02 6.9399e-02 
9.6098e-04 4.4108e-02 7.2717e-02 7.2717e-02 
9.6098e-04 4.4832e-02 7.6535e-02 7.6535e-02 
9.6098e-04 4.5569e-02 8.1197e-02 8.1197e-02 
9.6098e-04 4.6317e-02 8.6181e-02 8.6181e-02 
9.6098e-04 4.7078e-02 9.1529e-02 9.1529e-02 
9.6098e-04 4.7851e-02 9.7291e-02 9.7291e-02 
9.6098e-04 4.8637e-02 1.0355e-01 1.0355e-01 
9.6098e-04 4.9436e-02 1.1040e-01 1.1040e-01 
9.6098e-04 5.0248e-02 1.1747e-01 1.1747e-01 
9.6098e-04 5.1073e-02 1.2447e-01 1.2447e-01 
9.6098e-04 5.1912e-02 1.3217e-01 1.3217e-01 
9.6098e-04 5.2765e-02 1.4062e-01 1.4062e-01 
9.6098e-04 5.3632e-02 1.4889e-01 1.4889e-01 
9.6098e-04 5.4513e-02 1.5773e-01 1.5773e-01 
9.6098e-04 5.5408e-02 1.6750e-01 1.6750e-01 
9.6098e-04 5.6318e-02 1.7783e-01 1.7783e-01 
9.6098e-04 5.7243e-02 1.8836e-01 1.8836e-01 
9.6098e-04 5.8184e-02 2.0965e-01 2.0965e-01 
9.6098e-04 5.9139e-02 2.3580e-01 2.3580e-01 
9.6098e-04 6.0111e-02 2.6156e-01 2.6156e-01 
9.6098e-04 6.1098e-02 2.8690e-01 2.8690e-01 
9.6098e-04 6.2102e-02 3.1186e-01 3.1186e-01 
9.6098e-04 6.3122e-02 3.3643e-01 3.3643e-01 
9.6098e-04 6.4159e-02 3.6061e-01 3.6061e-01 
9.6098e-04 6.5213e-02 3.8442e-01 3.8442e-01 
9.6098e-04 6.6284e-02 4.0785e-01 4.0785e-01 
9.6098e-04 6.7372e-02 4.2969e-01 4.2969e-01 
9.6098e-04 6.8479e-02 4.5441e-01 4.5441e-01 
9.6098e-04 6.9604e-02 4.7818e-01 4.7818e-01 
9.6098e-04 7.0747e-02 4.9599e-01 4.9599e-01 
9.6098e-04 7.1909e-02 5.0238e-01 5.0238e-01 
9.6098e-04 7.3091e-02 4.9420e-01 4.9420e-01 
9.6098e-04 7.4291e-02 4.7259e-01 4.7259e-01 
9.6098e-04 7.5511e-02 4.4218e-01 4.4218e-01 
9.6098e-04 7.6752e-02 4.0851e-01 4.0851e-01 
9.6098e-04 7.8012e-02 3.7575e-01 3.7575e-01 
9.6098e-04 7.9294e-02 3.4602e-01 3.4602e-01 
9.6098e-04 8.0596e-02 3.2011e-01 3.2011e-01 
9.6098e-04 8.1920e-02 2.9789e-01 2.9789e-01 
9.6098e-04 8.3266e-02 2.7894e-01 2.7894e-01 
9.6098e-04 8.4634e-02 2.6279e-01 2.6279e-01 
9.6098e-04 8.6024e-02 2.4889e-01 2.4889e-01 
9.6098e-04 8.7437e-02 2.3681e-01 2.3681e-01 
9.6098e-04 8.8873e-02 2.2621e-01 2.2621e-01 
9.6098e-04 9.0333e-02 2.1678e-01 2.1678e-01 
9.6098e-04 9.1817e-02 2.0833e-01 2.0833e-01 
9.6098e-04 9.3325e-02 2.0067e-01 2.0067e-01 
9.6098e-04 9.4858e-02 1.9363e-01 1.9363e-01 
9.6098e-04 9.6416e-02 1.8715e-01 1.8715e-01 
9.6098e-04 9.7999e-02 1.8114e-01 1.8114e-01 
9.6098e-04 9.9609e-02 1.7552e-01 1.7552e-01 
9.6098e-04 1.0125e-01 1.6794e-01 1.6794e-01 
9.6098e-04 1.0291e-01 1.6092e-01 1.6092e-01 
9.6098e-04 1.0460e-01 1.5392e-01 1.5392e-01 
9.6098e-04 1.0632e-01 1.4699e-01 1.4699e-01 
9.6098e-04 1.0806e-01 1.4018e-01 1.4018e-01 
9.6098e-04 1.0984e-01 1.3346e-01 1.3346e-01 
9.6098e-04 1.1164e-01 1.2693e-01 1.2693e-01 
9.6098e-04 1.1348e-01 1.2056e-01 1.2056e-01 
9.6098e-04 1.1534e-01 1.1441e-01 1.1441e-01 
9.6098e-04 1.1723e-01 1.0849e-01 1.0849e-01 
9.6098e-04 1.1916e-01 1.0278e-01 1.0278e-01 
9.6098e-04 1.2112e-01 9.7320e-02 9.7320e-02 
9.6098e-04 1.2311e-01 9.2130e-02 9.2130e-02 
9.6098e-04 1.2513e-01 8.7224e-02 8.7224e-02 
9.6098e-04 1.2718e-01 8.2608e-02 8.2608e-02 
9.6098e-04 1.2927e-01 7.8268e-02 7.8268e-02 
9.6098e-04 1.3140e-01 7.3520e-02 7.3520e-02 
9.6098e-04 1.3356e-01 7.0426e-02 7.0426e-02 
9.6098e-04 1.3575e-01 6.7693e-02 6.7693e-02 
9.6098e-04 1.3798e-01 6.5294e-02 6.5294e-02 
9.6098e-04 1.4025e-01 6.3219e-02 6.3219e-02 
9.6098e-04 1.4255e-01 6.1465e-02 6.1465e-02 
9.6098e-04 1.4489e-01 6.0010e-02 6.0010e-02 
9.6098e-04 1.4727e-01 5.8849e-02 5.8849e-02 
9.6098e-04 1.4969e-01 5.7982e-02 5.7982e-02 
9.6098e-04 1.5215e-01 5.7401e-02 5.7401e-02 
9.6098e-04 1.5465e-01 5.7107e-02 5.7107e-02 
9.6098e-04 1.5719e-01 5.7106e-02 5.7106e-02 
9.6098e-04 1.5977e-01 5.7405e-02 5.7405e-02 
9.6098e-04 1.6239e-01 5.8015e-02 5.8015e-02 
9.6098e-04 1.6506e-01 5.8961e-02 5.8961e-02 
9.6098e-04 1.6777e-01 6.0270e-02 6.0270e-02 
9.6098e-04 1.7053e-01 6.1973e-02 6.1973e-02 
9.6098e-04 1.7333e-01 6.4034e-02 6.4034e-02 
9.6098e-04 1.7618e-01 6.6510e-02 6.6510e-02 
9.6098e-04 1.7907e-01 6.9478e-02 6.9478e-02 
9.6098e-04 1.8201e-01 7.3055e-02 7.3055e-02 
9.6098e-04 1.8500e-01 7.7368e-02 7.7368e-02 
9.6098e-04 1.8804e-01 8.2561e-02 8.2561e-02 
9.6098e-04 1.9113e-01 8.8796e-02 8.8796e-02 
9.6098e-04 1.9427e-01 9.6222e-02 9.6222e-02 
9.6098e-04 1.9746e-01 1.0490e-01 1.0490e-01 
9.6098e-04 2.0070e-01 1.1477e-01 1.1477e-01 
9.6098e-04 2.0400e-01 1.2551e-01 1.2551e-01 
9.6098e-04 2.0735e-01 1.3627e-01 1.3627e-01 
9.6098e-04 2.1076e-01 1.4569e-01 1.4569e-01 
9.6098e-04 2.1422e-01 1.5208e-01 1.5208e-01 
9.6098e-04 2.1774e-01 1.5399e-01 1.5399e-01 
9.6098e-04 2.2131e-01 1.5087e-01 1.5087e-01 
9.6098e-04 2.2495e-01 1.4344e-01 1.4344e-01 
9.6098e-04 2.2864e-01 1.3327e-01 1.3327e-01 
9.6098e-04 2.3240e-01 1.2200e-01 1.2200e-01 
9.6098e-04 2.3622e-01 1.1093e-01 1.1093e-01 
9.6098e-04 2.4010e-01 1.0079e-01 1.0079e-01 
9.6098e-04 2.4404e-01 9.1902e-02 9.1902e-02 
9.6098e-04 2.4805e-01 8.4271e-02 8.4271e-02 
9.6098e-04 2.5212e-01 7.7817e-02 7.7817e-02 
9.6098e-04 2.5627e-01 7.2356e-02 7.2356e-02 
9.6098e-04 2.6047e-01 6.7772e-02 6.7772e-02 
9.6098e-04 2.6475e-01 6.3891e-02 6.3891e-02 
9.6098e-04 2.6910e-01 6.0593e-02 6.0593e-02 
9.6098e-04 2.7352e-01 5.7775e-02 5.7775e-02 
9.6098e-04 2.7802e-01 5.5354e-02 5.5354e-02 
9.6098e-04 2.8258e-01 5.3267e-02 5.3267e-02 
9.6098e-04 2.8722e-01 5.1447e-02 5.1447e-02 
9.6098e-04 2.9194e-01 4.9852e-02 4.9852e-02 
9.6098e-04 2.9674e-01 4.8447e-02 4.8447e-02 
9.6098e-04 3.0161e-01 4.7203e-02 4.7203e-02 
9.6098e-04 3.0657e-01 4.4504e-02 4.4504e-02 
9.6098e-04 3.1160e-01 4.2769e-02 4.2769e-02 
9.6098e-04 3.1672e-01 4.1073e-02 4.1073e-02 
9.6098e-04 3.2192e-01 3.9419e-02 3.9419e-02 
9.6098e-04 3.2721e-01 3.7806e-02 3.7806e-02 
9.6098e-04 3.3258e-01 3.6236e-02 3.6236e-02 
9.6098e-04 3.3805e-01 3.4704e-02 3.4704e-02 
9.6098e-04 3.4360e-01 3.3216e-02 3.3216e-02 
9.6098e-04 3.4924e-01 3.1770e-02 3.1770e-02 
9.6098e-04 3.5498e-01 3.0363e-02 3.0363e-02 
9.6098e-04 3.6081e-01 2.8998e-02 2.8998e-02 
9.6098e-04 3.6674e-01 2.7672e-02 2.7672e-02 
9.6098e-04 3.7276e-01 2.6388e-02 2.6388e-02 
9.6098e-04 3.7888e-01 2.5144e-02 2.5144e-02 
9.6098e-04 3.8511e-01 2.3938e-02 2.3938e-02 
9.6098e-04 3.9143e-01 2.2773e-02 2.2773e-02 
9.6098e-04 3.9786e-01 2.1646e-02 2.1646e-02 
9.6098e-04 4.0440e-01 2.0557e-02 2.0557e-02 
9.6098e-04 4.1104e-01 1.9507e-02 1.9507e-02 
9.6098e-04 4.1779e-01 1.8494e-02 1.8494e-02 
9.6098e-04 4.2466e-01 1.7518e-02 1.7518e-02 
9.6098e-04 4.3163e-01 1.6579e-02 1.6579e-02 
9.6098e-04 4.3872e-01 1.5676e-02 1.5676e-02 
9.6098e-04 4.4593e-01 1.4808e-02 1.4808e-02 
9.6098e-04 4.5325e-01 1.3976e-02 1.3976e-02 
9.6098e-04 4.6070e-01 1.3177e-02 1.3177e-02 
9.6098e-04 4.6826e-01 1.2413e-02 1.2413e-02 
9.6098e-04 4.7596e-01 1.1679e-02 1.1679e-02 
9.6098e-04 4.8377e-01 1.0979e-02 1.0979e-02 
9.6098e-04 4.9172e-01 1.0309e-02 1.0309e-02 
9.6098e-04 4.9980e-01 9.6701e-03 9.6701e-03 
9.6098e-04 5.0801e-01 9.0604e-03 9.0604e-03 
9.6098e-04 5.1635e-01 8.4797e-03 8.4797e-03 
9.6098e-04 5.2483e-01 7.9265e-03 7.9265e-03 
9.6098e-04 5.3345e-01 7.4001e-03 7.4001e-03 
9.6098e-04 5.4222e-01 6.8990e-03 6.8990e-03 
9.6098e-04 5.5112e-01 6.4236e-03 6.4236e-03 
9.6098e-04 5.6018e-01 5.9713e-03 5.9713e-03 
9.6098e-04 5.6938e-01 5.5420e-03 5.5420e-03 
9.6098e-04 5.7873e-01 5.1339e-03 5.1339e-03 
9.6098e-04 5.8824e-01 4.7455e-03 4.7455e-03 
9.6098e-04 5.9790e-01 4.3753e-03 4.3753e-03 
9.6098e-04 6.0772e-01 4.0210e-03 4.0210e-03 
9.6098e-04 6.1770e-01 3.6798e-03 3.6798e-03 
9.6098e-04 6.2785e-01 3.3477e-03 3.3477e-03 
9.6098e-04 6.3816e-01 3.0200e-03 3.0200e-03 
9.6098e-04 6.4864e-01 2.6892e-03 2.6892e-03 
9.6098e-04 6.5930e-01 2.3472e-03 2.3472e-03 
9.6098e-04 6.7013e-01 1.9918e-03 1.9918e-03 
9.6098e-04 6.8113e-01 1.6411e-03 1.6411e-03 
9.6098e-04 6.9232e-01 1.3369e-03 1.3369e-03 
9.6098e-04 7.0369e-01 1.1108e-03 1.1108e-03 
9.6098e-04 7.1525e-01 9.5685e-04 9.5685e-04 
9.6098e-04 7.2700e-01 8.5182e-04 8.5182e-04 
9.6098e-04 7.3894e-01 7.7344e-04 7.7344e-04 
9.6098e-04 7.5108e-01 7.0517e-04 7.0517e-04 
9.6098e-04 7.6342e-01 6.3570e-04 6.3570e-04 
9.6098e-04 7.7596e-01 5.5795e-04 5.5795e-04 
9.6098e-04 7.8870e-01 4.6883e-04 4.6883e-04 
9.6098e-04 8.0166e-01 3.7079e-04 3.7079e-04 
9.6098e-04 8.1483e-01 2.7496e-04 2.7496e-04 
9.6098e-04 8.2821e-01 1.9597e-04 1.9597e-04 
9.6098e-04 8.4181e-01 1.3998e-04 1.3998e-04 
9.6098e-04 8.5564e-01 1.0335e-04 1.0335e-04 
9.6098e-04 8.6970e-01 7.9850e-05 7.9850e-05 
9.6098e-04 8.8398e-01 6.4579e-05 6.4579e-05 
