U=1.000 
ngas=6.000e+06 (cm-3) 
mean_lam=1.300 (um) 
gamma=0.700 
amax=2.500 (um) 
dust_composition=astro 
! 
Av= 0.000,14.796,41.154,221.104,10886.093
! 
NH= 0.00000e+00,2.14542e+22,5.96732e+22,3.20601e+23,1.57848e+25
! 
w	 p(Av=0.000)	 I(Av=0.000)	 p(Av=14.796)	 I(Av=14.796)	 p(Av=41.154)	 I(Av=41.154)	 p(Av=221.104)	 I(Av=221.104)	 p(Av=10886.093)	 I(Av=10886.093)
4.519e+01	 1.066e-01	 -4.176e-05	 5.539e-02	 3.150e-07	 5.314e-02	 3.147e-07	 3.617e-02	 2.416e-07	 nan	 nan	 
4.571e+01	 1.164e-01	 -4.773e-05	 6.081e-02	 3.630e-07	 5.791e-02	 3.641e-07	 3.932e-02	 2.820e-07	 nan	 nan	 
4.624e+01	 1.270e-01	 -5.451e-05	 6.675e-02	 4.180e-07	 6.310e-02	 4.209e-07	 4.271e-02	 3.289e-07	 nan	 nan	 
4.677e+01	 1.382e-01	 -6.201e-05	 7.310e-02	 4.793e-07	 6.861e-02	 4.846e-07	 4.630e-02	 3.820e-07	 nan	 nan	 
4.731e+01	 1.505e-01	 -7.047e-05	 8.005e-02	 5.492e-07	 7.460e-02	 5.575e-07	 5.017e-02	 4.434e-07	 nan	 nan	 
4.786e+01	 1.637e-01	 -8.000e-05	 8.760e-02	 6.284e-07	 8.106e-02	 6.407e-07	 5.432e-02	 5.142e-07	 nan	 nan	 
4.842e+01	 1.781e-01	 -9.065e-05	 9.584e-02	 7.178e-07	 8.805e-02	 7.349e-07	 5.879e-02	 5.953e-07	 nan	 nan	 
4.898e+01	 1.932e-01	 -1.026e-04	 1.046e-01	 8.185e-07	 9.546e-02	 8.416e-07	 6.348e-02	 6.880e-07	 nan	 nan	 
4.954e+01	 2.093e-01	 -1.154e-04	 1.140e-01	 9.283e-07	 1.033e-01	 9.587e-07	 6.843e-02	 7.909e-07	 nan	 nan	 
5.012e+01	 2.270e-01	 -1.302e-04	 1.243e-01	 1.055e-06	 1.119e-01	 1.094e-06	 7.382e-02	 9.113e-07	 nan	 nan	 
5.070e+01	 2.456e-01	 -1.463e-04	 1.353e-01	 1.195e-06	 1.210e-01	 1.245e-06	 7.946e-02	 1.047e-06	 nan	 nan	 
5.129e+01	 2.656e-01	 -1.643e-04	 1.472e-01	 1.351e-06	 1.308e-01	 1.414e-06	 8.547e-02	 1.201e-06	 nan	 nan	 
5.188e+01	 2.867e-01	 -1.838e-04	 1.598e-01	 1.523e-06	 1.411e-01	 1.601e-06	 9.178e-02	 1.373e-06	 nan	 nan	 
5.248e+01	 3.093e-01	 -2.054e-04	 1.734e-01	 1.715e-06	 1.521e-01	 1.811e-06	 9.847e-02	 1.567e-06	 nan	 nan	 
5.309e+01	 3.335e-01	 -2.292e-04	 1.881e-01	 1.928e-06	 1.639e-01	 2.046e-06	 1.056e-01	 1.788e-06	 nan	 nan	 
5.370e+01	 3.589e-01	 -2.552e-04	 2.036e-01	 2.161e-06	 1.764e-01	 2.304e-06	 1.130e-01	 2.033e-06	 nan	 nan	 
5.433e+01	 3.864e-01	 -2.843e-04	 2.205e-01	 2.425e-06	 1.898e-01	 2.598e-06	 1.210e-01	 2.316e-06	 nan	 nan	 
5.495e+01	 4.148e-01	 -3.151e-04	 2.380e-01	 2.706e-06	 2.038e-01	 2.913e-06	 1.292e-01	 2.622e-06	 nan	 nan	 
5.559e+01	 4.456e-01	 -3.494e-04	 2.571e-01	 3.022e-06	 2.189e-01	 3.269e-06	 1.380e-01	 2.973e-06	 nan	 nan	 
5.623e+01	 4.778e-01	 -3.863e-04	 2.773e-01	 3.364e-06	 2.347e-01	 3.656e-06	 1.471e-01	 3.358e-06	 nan	 nan	 
5.688e+01	 5.120e-01	 -4.268e-04	 2.988e-01	 3.742e-06	 2.515e-01	 4.086e-06	 1.567e-01	 3.791e-06	 nan	 nan	 
5.754e+01	 5.483e-01	 -4.707e-04	 3.219e-01	 4.154e-06	 2.694e-01	 4.559e-06	 1.668e-01	 4.273e-06	 nan	 nan	 
5.821e+01	 5.867e-01	 -5.187e-04	 3.463e-01	 4.609e-06	 2.883e-01	 5.083e-06	 1.775e-01	 4.813e-06	 nan	 nan	 
5.888e+01	 6.268e-01	 -5.699e-04	 3.720e-01	 5.097e-06	 3.081e-01	 5.649e-06	 1.885e-01	 5.404e-06	 nan	 nan	 
5.957e+01	 6.697e-01	 -6.265e-04	 3.998e-01	 5.640e-06	 3.294e-01	 6.282e-06	 2.002e-01	 6.072e-06	 nan	 nan	 
6.026e+01	 7.143e-01	 -6.870e-04	 4.288e-01	 6.225e-06	 3.515e-01	 6.968e-06	 2.123e-01	 6.805e-06	 nan	 nan	 
6.095e+01	 7.608e-01	 -7.507e-04	 4.592e-01	 6.845e-06	 3.747e-01	 7.700e-06	 2.249e-01	 7.598e-06	 nan	 nan	 
6.166e+01	 8.103e-01	 -8.212e-04	 4.917e-01	 7.535e-06	 3.993e-01	 8.519e-06	 2.381e-01	 8.494e-06	 nan	 nan	 
6.237e+01	 8.618e-01	 -8.950e-04	 5.259e-01	 8.263e-06	 4.251e-01	 9.389e-06	 2.518e-01	 9.458e-06	 nan	 nan	 
6.310e+01	 9.166e-01	 -9.765e-04	 5.623e-01	 9.071e-06	 4.525e-01	 1.036e-05	 2.662e-01	 1.055e-05	 nan	 nan	 
6.383e+01	 9.733e-01	 -1.062e-03	 6.004e-01	 9.928e-06	 4.810e-01	 1.140e-05	 2.810e-01	 1.172e-05	 nan	 nan	 
6.457e+01	 1.033e+00	 -1.155e-03	 6.404e-01	 1.086e-05	 5.110e-01	 1.253e-05	 2.965e-01	 1.302e-05	 nan	 nan	 
6.531e+01	 1.094e+00	 -1.252e-03	 6.821e-01	 1.184e-05	 5.420e-01	 1.372e-05	 3.124e-01	 1.441e-05	 nan	 nan	 
6.607e+01	 1.159e+00	 -1.357e-03	 7.264e-01	 1.291e-05	 5.749e-01	 1.505e-05	 3.290e-01	 1.597e-05	 nan	 nan	 
6.683e+01	 1.226e+00	 -1.467e-03	 7.725e-01	 1.404e-05	 6.091e-01	 1.644e-05	 3.461e-01	 1.763e-05	 nan	 nan	 
6.761e+01	 1.297e+00	 -1.587e-03	 8.214e-01	 1.527e-05	 6.453e-01	 1.798e-05	 3.641e-01	 1.949e-05	 nan	 nan	 
6.839e+01	 1.370e+00	 -1.712e-03	 8.720e-01	 1.657e-05	 6.826e-01	 1.961e-05	 3.824e-01	 2.147e-05	 nan	 nan	 
6.918e+01	 1.446e+00	 -1.845e-03	 9.251e-01	 1.796e-05	 7.216e-01	 2.135e-05	 4.014e-01	 2.363e-05	 nan	 nan	 
6.998e+01	 1.525e+00	 -1.985e-03	 9.806e-01	 1.943e-05	 7.623e-01	 2.322e-05	 4.210e-01	 2.597e-05	 nan	 nan	 
7.079e+01	 1.607e+00	 -2.133e-03	 1.039e+00	 2.100e-05	 8.049e-01	 2.523e-05	 4.414e-01	 2.850e-05	 nan	 nan	 
7.161e+01	 1.692e+00	 -2.291e-03	 1.099e+00	 2.268e-05	 8.491e-01	 2.738e-05	 4.623e-01	 3.126e-05	 nan	 nan	 
7.244e+01	 1.780e+00	 -2.456e-03	 1.162e+00	 2.444e-05	 8.951e-01	 2.967e-05	 4.838e-01	 3.421e-05	 nan	 nan	 
7.328e+01	 1.871e+00	 -2.632e-03	 1.228e+00	 2.633e-05	 9.430e-01	 3.212e-05	 5.060e-01	 3.743e-05	 nan	 nan	 
7.413e+01	 1.965e+00	 -2.816e-03	 1.296e+00	 2.832e-05	 9.926e-01	 3.472e-05	 5.288e-01	 4.089e-05	 nan	 nan	 
7.499e+01	 2.063e+00	 -3.007e-03	 1.367e+00	 3.040e-05	 1.044e+00	 3.746e-05	 5.524e-01	 4.457e-05	 nan	 nan	 
7.586e+01	 2.164e+00	 -3.209e-03	 1.441e+00	 3.262e-05	 1.098e+00	 4.040e-05	 5.764e-01	 4.856e-05	 nan	 nan	 
7.674e+01	 2.267e+00	 -3.421e-03	 1.517e+00	 3.495e-05	 1.153e+00	 4.351e-05	 6.012e-01	 5.284e-05	 nan	 nan	 
7.762e+01	 2.373e+00	 -3.641e-03	 1.595e+00	 3.738e-05	 1.210e+00	 4.677e-05	 6.263e-01	 5.738e-05	 nan	 nan	 
7.852e+01	 2.483e+00	 -3.871e-03	 1.677e+00	 3.995e-05	 1.269e+00	 5.023e-05	 6.523e-01	 6.226e-05	 nan	 nan	 
7.943e+01	 2.596e+00	 -4.111e-03	 1.762e+00	 4.264e-05	 1.331e+00	 5.389e-05	 6.789e-01	 6.747e-05	 nan	 nan	 
8.035e+01	 2.712e+00	 -4.364e-03	 1.849e+00	 4.548e-05	 1.394e+00	 5.777e-05	 7.060e-01	 7.307e-05	 nan	 nan	 
8.128e+01	 2.831e+00	 -4.622e-03	 1.939e+00	 4.840e-05	 1.459e+00	 6.180e-05	 7.340e-01	 7.895e-05	 nan	 nan	 
8.222e+01	 2.953e+00	 -4.894e-03	 2.032e+00	 5.150e-05	 1.526e+00	 6.608e-05	 7.623e-01	 8.528e-05	 nan	 nan	 
8.318e+01	 3.079e+00	 -5.175e-03	 2.128e+00	 5.473e-05	 1.596e+00	 7.058e-05	 7.916e-01	 9.201e-05	 nan	 nan	 
8.414e+01	 3.207e+00	 -5.466e-03	 2.226e+00	 5.808e-05	 1.667e+00	 7.527e-05	 8.211e-01	 9.911e-05	 nan	 nan	 
8.511e+01	 3.338e+00	 -5.766e-03	 2.327e+00	 6.155e-05	 1.740e+00	 8.016e-05	 8.512e-01	 1.066e-04	 nan	 nan	 
8.610e+01	 3.473e+00	 -6.079e-03	 2.432e+00	 6.520e-05	 1.816e+00	 8.535e-05	 8.822e-01	 1.146e-04	 nan	 nan	 
8.710e+01	 3.610e+00	 -6.402e-03	 2.539e+00	 6.898e-05	 1.894e+00	 9.075e-05	 9.135e-01	 1.231e-04	 nan	 nan	 
8.811e+01	 3.750e+00	 -6.733e-03	 2.649e+00	 7.289e-05	 1.974e+00	 9.636e-05	 9.456e-01	 1.320e-04	 nan	 nan	 
8.912e+01	 3.891e+00	 -7.070e-03	 2.760e+00	 7.687e-05	 2.055e+00	 1.021e-04	 9.778e-01	 1.413e-04	 nan	 nan	 
9.016e+01	 4.037e+00	 -7.429e-03	 2.876e+00	 8.115e-05	 2.139e+00	 1.084e-04	 1.011e+00	 1.514e-04	 nan	 nan	 
9.120e+01	 4.184e+00	 -7.785e-03	 2.993e+00	 8.542e-05	 2.224e+00	 1.146e-04	 1.044e+00	 1.617e-04	 nan	 nan	 
9.226e+01	 4.336e+00	 -8.155e-03	 3.114e+00	 8.987e-05	 2.312e+00	 1.212e-04	 1.079e+00	 1.726e-04	 nan	 nan	 
9.332e+01	 4.487e+00	 -8.533e-03	 3.236e+00	 9.445e-05	 2.401e+00	 1.280e-04	 1.113e+00	 1.841e-04	 nan	 nan	 
9.441e+01	 4.645e+00	 -8.923e-03	 3.363e+00	 9.921e-05	 2.494e+00	 1.351e-04	 1.148e+00	 1.962e-04	 nan	 nan	 
9.550e+01	 4.802e+00	 -9.320e-03	 3.490e+00	 1.041e-04	 2.587e+00	 1.424e-04	 1.184e+00	 2.088e-04	 nan	 nan	 
9.661e+01	 4.962e+00	 -9.730e-03	 3.621e+00	 1.091e-04	 2.683e+00	 1.500e-04	 1.220e+00	 2.221e-04	 nan	 nan	 
9.772e+01	 5.124e+00	 -1.013e-02	 3.753e+00	 1.141e-04	 2.780e+00	 1.577e-04	 1.256e+00	 2.356e-04	 nan	 nan	 
9.886e+01	 5.290e+00	 -1.056e-02	 3.889e+00	 1.194e-04	 2.880e+00	 1.658e-04	 1.293e+00	 2.502e-04	 nan	 nan	 
1.000e+02	 5.455e+00	 -1.099e-02	 4.026e+00	 1.248e-04	 2.981e+00	 1.741e-04	 1.330e+00	 2.651e-04	 nan	 nan	 
1.012e+02	 5.630e+00	 -1.145e-02	 4.171e+00	 1.306e-04	 3.087e+00	 1.831e-04	 1.369e+00	 2.815e-04	 nan	 nan	 
1.023e+02	 5.790e+00	 -1.184e-02	 4.304e+00	 1.356e-04	 3.186e+00	 1.910e-04	 1.405e+00	 2.963e-04	 nan	 nan	 
1.035e+02	 5.964e+00	 -1.230e-02	 4.450e+00	 1.414e-04	 3.294e+00	 2.002e-04	 1.444e+00	 3.134e-04	 nan	 nan	 
1.047e+02	 6.138e+00	 -1.275e-02	 4.596e+00	 1.472e-04	 3.402e+00	 2.094e-04	 1.483e+00	 3.309e-04	 nan	 nan	 
1.059e+02	 6.312e+00	 -1.320e-02	 4.743e+00	 1.530e-04	 3.511e+00	 2.186e-04	 1.521e+00	 3.487e-04	 nan	 nan	 
1.072e+02	 6.499e+00	 -1.370e-02	 4.902e+00	 1.595e-04	 3.629e+00	 2.291e-04	 1.563e+00	 3.690e-04	 nan	 nan	 
1.084e+02	 6.672e+00	 -1.414e-02	 5.048e+00	 1.652e-04	 3.738e+00	 2.384e-04	 1.601e+00	 3.874e-04	 nan	 nan	 
1.097e+02	 6.858e+00	 -1.464e-02	 5.207e+00	 1.718e-04	 3.857e+00	 2.491e-04	 1.643e+00	 4.086e-04	 nan	 nan	 
1.109e+02	 7.029e+00	 -1.506e-02	 5.354e+00	 1.774e-04	 3.967e+00	 2.584e-04	 1.681e+00	 4.275e-04	 nan	 nan	 
1.122e+02	 7.213e+00	 -1.554e-02	 5.512e+00	 1.837e-04	 4.086e+00	 2.689e-04	 1.722e+00	 4.490e-04	 nan	 nan	 
1.135e+02	 7.396e+00	 -1.600e-02	 5.670e+00	 1.900e-04	 4.204e+00	 2.794e-04	 1.763e+00	 4.707e-04	 nan	 nan	 
1.148e+02	 7.578e+00	 -1.647e-02	 5.828e+00	 1.963e-04	 4.324e+00	 2.900e-04	 1.803e+00	 4.930e-04	 nan	 nan	 
1.161e+02	 7.758e+00	 -1.692e-02	 5.984e+00	 2.023e-04	 4.442e+00	 3.004e-04	 1.843e+00	 5.150e-04	 nan	 nan	 
1.175e+02	 7.950e+00	 -1.743e-02	 6.153e+00	 2.093e-04	 4.570e+00	 3.122e-04	 1.886e+00	 5.403e-04	 nan	 nan	 
1.188e+02	 8.129e+00	 -1.785e-02	 6.309e+00	 2.152e-04	 4.688e+00	 3.224e-04	 1.926e+00	 5.627e-04	 nan	 nan	 
1.202e+02	 8.318e+00	 -1.834e-02	 6.476e+00	 2.218e-04	 4.815e+00	 3.340e-04	 1.968e+00	 5.883e-04	 nan	 nan	 
1.216e+02	 8.506e+00	 -1.879e-02	 6.641e+00	 2.282e-04	 4.941e+00	 3.452e-04	 2.010e+00	 6.134e-04	 nan	 nan	 
1.230e+02	 8.692e+00	 -1.925e-02	 6.806e+00	 2.347e-04	 5.068e+00	 3.566e-04	 2.052e+00	 6.393e-04	 nan	 nan	 
1.244e+02	 8.877e+00	 -1.969e-02	 6.971e+00	 2.409e-04	 5.194e+00	 3.677e-04	 2.093e+00	 6.649e-04	 nan	 nan	 
1.259e+02	 9.072e+00	 -2.017e-02	 7.145e+00	 2.476e-04	 5.328e+00	 3.799e-04	 2.137e+00	 6.931e-04	 nan	 nan	 
1.273e+02	 9.252e+00	 -2.058e-02	 7.306e+00	 2.535e-04	 5.452e+00	 3.907e-04	 2.177e+00	 7.188e-04	 nan	 nan	 
1.288e+02	 9.443e+00	 -2.103e-02	 7.477e+00	 2.600e-04	 5.584e+00	 4.026e-04	 2.220e+00	 7.473e-04	 nan	 nan	 
1.303e+02	 9.631e+00	 -2.146e-02	 7.646e+00	 2.664e-04	 5.715e+00	 4.143e-04	 2.262e+00	 7.757e-04	 nan	 nan	 
1.318e+02	 9.818e+00	 -2.186e-02	 7.816e+00	 2.723e-04	 5.847e+00	 4.255e-04	 2.304e+00	 8.035e-04	 nan	 nan	 
1.334e+02	 1.001e+01	 -2.232e-02	 7.994e+00	 2.790e-04	 5.985e+00	 4.381e-04	 2.348e+00	 8.346e-04	 nan	 nan	 
1.349e+02	 1.020e+01	 -2.269e-02	 8.158e+00	 2.846e-04	 6.113e+00	 4.489e-04	 2.389e+00	 8.625e-04	 nan	 nan	 
1.365e+02	 1.039e+01	 -2.310e-02	 8.333e+00	 2.908e-04	 6.250e+00	 4.608e-04	 2.432e+00	 8.931e-04	 nan	 nan	 
1.380e+02	 1.056e+01	 -2.343e-02	 8.495e+00	 2.960e-04	 6.377e+00	 4.711e-04	 2.472e+00	 9.203e-04	 nan	 nan	 
1.396e+02	 1.075e+01	 -2.380e-02	 8.664e+00	 3.016e-04	 6.510e+00	 4.823e-04	 2.514e+00	 9.501e-04	 nan	 nan	 
1.412e+02	 1.093e+01	 -2.414e-02	 8.832e+00	 3.070e-04	 6.642e+00	 4.931e-04	 2.555e+00	 9.797e-04	 nan	 nan	 
1.429e+02	 1.112e+01	 -2.451e-02	 9.010e+00	 3.129e-04	 6.783e+00	 5.049e-04	 2.599e+00	 1.012e-03	 nan	 nan	 
1.445e+02	 1.130e+01	 -2.481e-02	 9.173e+00	 3.177e-04	 6.912e+00	 5.149e-04	 2.639e+00	 1.040e-03	 nan	 nan	 
1.462e+02	 1.149e+01	 -2.513e-02	 9.346e+00	 3.229e-04	 7.049e+00	 5.258e-04	 2.681e+00	 1.071e-03	 nan	 nan	 
1.479e+02	 1.167e+01	 -2.543e-02	 9.516e+00	 3.279e-04	 7.185e+00	 5.363e-04	 2.723e+00	 1.102e-03	 nan	 nan	 
1.496e+02	 1.185e+01	 -2.570e-02	 9.683e+00	 3.325e-04	 7.318e+00	 5.463e-04	 2.764e+00	 1.132e-03	 nan	 nan	 
1.514e+02	 1.204e+01	 -2.600e-02	 9.858e+00	 3.375e-04	 7.458e+00	 5.571e-04	 2.806e+00	 1.164e-03	 nan	 nan	 
1.531e+02	 1.221e+01	 -2.622e-02	 1.002e+01	 3.414e-04	 7.588e+00	 5.661e-04	 2.846e+00	 1.192e-03	 nan	 nan	 
1.549e+02	 1.239e+01	 -2.647e-02	 1.019e+01	 3.458e-04	 7.726e+00	 5.759e-04	 2.888e+00	 1.223e-03	 nan	 nan	 
1.567e+02	 1.257e+01	 -2.668e-02	 1.036e+01	 3.497e-04	 7.860e+00	 5.851e-04	 2.928e+00	 1.252e-03	 nan	 nan	 
1.585e+02	 1.274e+01	 -2.688e-02	 1.052e+01	 3.534e-04	 7.994e+00	 5.938e-04	 2.968e+00	 1.281e-03	 nan	 nan	 
1.603e+02	 1.291e+01	 -2.706e-02	 1.068e+01	 3.569e-04	 8.123e+00	 6.023e-04	 3.007e+00	 1.310e-03	 nan	 nan	 
1.622e+02	 1.309e+01	 -2.724e-02	 1.085e+01	 3.604e-04	 8.261e+00	 6.109e-04	 3.048e+00	 1.340e-03	 nan	 nan	 
1.641e+02	 1.326e+01	 -2.739e-02	 1.102e+01	 3.635e-04	 8.395e+00	 6.191e-04	 3.088e+00	 1.369e-03	 nan	 nan	 
1.660e+02	 1.344e+01	 -2.752e-02	 1.118e+01	 3.664e-04	 8.528e+00	 6.267e-04	 3.128e+00	 1.397e-03	 nan	 nan	 
1.679e+02	 1.360e+01	 -2.761e-02	 1.134e+01	 3.687e-04	 8.660e+00	 6.335e-04	 3.167e+00	 1.423e-03	 nan	 nan	 
1.698e+02	 1.377e+01	 -2.771e-02	 1.150e+01	 3.712e-04	 8.787e+00	 6.404e-04	 3.205e+00	 1.449e-03	 nan	 nan	 
1.718e+02	 1.394e+01	 -2.779e-02	 1.166e+01	 3.734e-04	 8.920e+00	 6.470e-04	 3.244e+00	 1.476e-03	 nan	 nan	 
1.738e+02	 1.410e+01	 -2.784e-02	 1.182e+01	 3.753e-04	 9.052e+00	 6.531e-04	 3.283e+00	 1.502e-03	 nan	 nan	 
1.758e+02	 1.427e+01	 -2.788e-02	 1.198e+01	 3.768e-04	 9.182e+00	 6.587e-04	 3.321e+00	 1.527e-03	 nan	 nan	 
1.778e+02	 1.442e+01	 -2.790e-02	 1.213e+01	 3.783e-04	 9.308e+00	 6.640e-04	 3.358e+00	 1.551e-03	 nan	 nan	 
1.799e+02	 1.459e+01	 -2.791e-02	 1.229e+01	 3.796e-04	 9.440e+00	 6.691e-04	 3.396e+00	 1.575e-03	 nan	 nan	 
1.820e+02	 1.475e+01	 -2.790e-02	 1.244e+01	 3.805e-04	 9.570e+00	 6.737e-04	 3.435e+00	 1.598e-03	 nan	 nan	 
1.841e+02	 1.490e+01	 -2.788e-02	 1.259e+01	 3.814e-04	 9.695e+00	 6.781e-04	 3.471e+00	 1.621e-03	 nan	 nan	 
1.862e+02	 1.506e+01	 -2.781e-02	 1.274e+01	 3.815e-04	 9.821e+00	 6.812e-04	 3.508e+00	 1.641e-03	 nan	 nan	 
1.884e+02	 1.522e+01	 -2.775e-02	 1.290e+01	 3.818e-04	 9.951e+00	 6.847e-04	 3.545e+00	 1.662e-03	 nan	 nan	 
1.906e+02	 1.537e+01	 -2.768e-02	 1.305e+01	 3.820e-04	 1.008e+01	 6.879e-04	 3.582e+00	 1.682e-03	 nan	 nan	 
1.928e+02	 1.552e+01	 -2.758e-02	 1.320e+01	 3.816e-04	 1.020e+01	 6.901e-04	 3.618e+00	 1.700e-03	 nan	 nan	 
1.950e+02	 1.567e+01	 -2.745e-02	 1.334e+01	 3.809e-04	 1.032e+01	 6.916e-04	 3.653e+00	 1.717e-03	 nan	 nan	 
1.972e+02	 1.581e+01	 -2.732e-02	 1.348e+01	 3.801e-04	 1.044e+01	 6.929e-04	 3.687e+00	 1.732e-03	 nan	 nan	 
1.995e+02	 1.596e+01	 -2.717e-02	 1.363e+01	 3.791e-04	 1.057e+01	 6.940e-04	 3.722e+00	 1.748e-03	 nan	 nan	 
2.018e+02	 1.611e+01	 -2.700e-02	 1.377e+01	 3.778e-04	 1.069e+01	 6.944e-04	 3.757e+00	 1.762e-03	 nan	 nan	 
2.042e+02	 1.625e+01	 -2.685e-02	 1.392e+01	 3.766e-04	 1.081e+01	 6.952e-04	 3.792e+00	 1.777e-03	 nan	 nan	 
2.065e+02	 1.639e+01	 -2.664e-02	 1.405e+01	 3.747e-04	 1.093e+01	 6.944e-04	 3.826e+00	 1.788e-03	 nan	 nan	 
2.089e+02	 1.653e+01	 -2.645e-02	 1.419e+01	 3.731e-04	 1.104e+01	 6.941e-04	 3.859e+00	 1.800e-03	 nan	 nan	 
2.114e+02	 1.668e+01	 -2.623e-02	 1.433e+01	 3.710e-04	 1.116e+01	 6.932e-04	 3.894e+00	 1.811e-03	 nan	 nan	 
2.138e+02	 1.681e+01	 -2.601e-02	 1.446e+01	 3.688e-04	 1.128e+01	 6.918e-04	 3.926e+00	 1.820e-03	 nan	 nan	 
2.163e+02	 1.695e+01	 -2.576e-02	 1.460e+01	 3.663e-04	 1.139e+01	 6.898e-04	 3.959e+00	 1.828e-03	 nan	 nan	 
2.188e+02	 1.708e+01	 -2.550e-02	 1.474e+01	 3.635e-04	 1.151e+01	 6.872e-04	 3.992e+00	 1.834e-03	 nan	 nan	 
2.213e+02	 1.721e+01	 -2.524e-02	 1.486e+01	 3.607e-04	 1.162e+01	 6.847e-04	 4.023e+00	 1.840e-03	 nan	 nan	 
2.239e+02	 1.734e+01	 -2.497e-02	 1.500e+01	 3.577e-04	 1.173e+01	 6.815e-04	 4.056e+00	 1.844e-03	 nan	 nan	 
2.265e+02	 1.747e+01	 -2.469e-02	 1.512e+01	 3.546e-04	 1.185e+01	 6.783e-04	 4.087e+00	 1.848e-03	 nan	 nan	 
2.291e+02	 1.760e+01	 -2.439e-02	 1.525e+01	 3.511e-04	 1.196e+01	 6.743e-04	 4.119e+00	 1.850e-03	 nan	 nan	 
2.317e+02	 1.772e+01	 -2.409e-02	 1.537e+01	 3.477e-04	 1.206e+01	 6.702e-04	 4.149e+00	 1.851e-03	 nan	 nan	 
2.344e+02	 1.784e+01	 -2.377e-02	 1.550e+01	 3.439e-04	 1.217e+01	 6.654e-04	 4.180e+00	 1.851e-03	 nan	 nan	 
2.371e+02	 1.796e+01	 -2.345e-02	 1.562e+01	 3.401e-04	 1.228e+01	 6.606e-04	 4.209e+00	 1.850e-03	 nan	 nan	 
2.399e+02	 1.809e+01	 -2.312e-02	 1.574e+01	 3.362e-04	 1.239e+01	 6.554e-04	 4.240e+00	 1.848e-03	 nan	 nan	 
2.427e+02	 1.821e+01	 -2.280e-02	 1.586e+01	 3.323e-04	 1.249e+01	 6.502e-04	 4.270e+00	 1.845e-03	 nan	 nan	 
2.455e+02	 1.833e+01	 -2.246e-02	 1.598e+01	 3.280e-04	 1.260e+01	 6.443e-04	 4.299e+00	 1.841e-03	 nan	 nan	 
2.483e+02	 1.844e+01	 -2.211e-02	 1.610e+01	 3.237e-04	 1.270e+01	 6.381e-04	 4.328e+00	 1.835e-03	 nan	 nan	 
2.512e+02	 1.855e+01	 -2.175e-02	 1.622e+01	 3.192e-04	 1.280e+01	 6.316e-04	 4.357e+00	 1.828e-03	 nan	 nan	 
2.541e+02	 1.866e+01	 -2.140e-02	 1.633e+01	 3.148e-04	 1.290e+01	 6.252e-04	 4.384e+00	 1.821e-03	 nan	 nan	 
2.570e+02	 1.877e+01	 -2.104e-02	 1.644e+01	 3.102e-04	 1.300e+01	 6.181e-04	 4.412e+00	 1.812e-03	 nan	 nan	 
2.600e+02	 1.889e+01	 -2.068e-02	 1.655e+01	 3.055e-04	 1.310e+01	 6.110e-04	 4.440e+00	 1.803e-03	 nan	 nan	 
2.630e+02	 1.899e+01	 -2.030e-02	 1.666e+01	 3.007e-04	 1.319e+01	 6.035e-04	 4.468e+00	 1.792e-03	 nan	 nan	 
2.661e+02	 1.910e+01	 -1.994e-02	 1.677e+01	 2.960e-04	 1.329e+01	 5.961e-04	 4.495e+00	 1.781e-03	 nan	 nan	 
2.691e+02	 1.921e+01	 -1.957e-02	 1.688e+01	 2.910e-04	 1.339e+01	 5.881e-04	 4.522e+00	 1.768e-03	 nan	 nan	 
2.723e+02	 1.931e+01	 -1.920e-02	 1.698e+01	 2.861e-04	 1.348e+01	 5.803e-04	 4.549e+00	 1.755e-03	 nan	 nan	 
2.754e+02	 1.941e+01	 -1.883e-02	 1.709e+01	 2.812e-04	 1.357e+01	 5.723e-04	 4.574e+00	 1.742e-03	 nan	 nan	 
2.786e+02	 1.951e+01	 -1.844e-02	 1.719e+01	 2.761e-04	 1.366e+01	 5.638e-04	 4.601e+00	 1.726e-03	 nan	 nan	 
2.818e+02	 1.961e+01	 -1.808e-02	 1.729e+01	 2.712e-04	 1.375e+01	 5.556e-04	 4.626e+00	 1.711e-03	 nan	 nan	 
2.851e+02	 1.971e+01	 -1.770e-02	 1.739e+01	 2.660e-04	 1.385e+01	 5.470e-04	 4.652e+00	 1.695e-03	 nan	 nan	 
2.884e+02	 1.980e+01	 -1.732e-02	 1.749e+01	 2.609e-04	 1.393e+01	 5.382e-04	 4.676e+00	 1.678e-03	 nan	 nan	 
2.917e+02	 1.990e+01	 -1.694e-02	 1.759e+01	 2.557e-04	 1.402e+01	 5.291e-04	 4.701e+00	 1.659e-03	 nan	 nan	 
2.951e+02	 1.999e+01	 -1.658e-02	 1.768e+01	 2.507e-04	 1.411e+01	 5.206e-04	 4.725e+00	 1.642e-03	 nan	 nan	 
2.985e+02	 2.009e+01	 -1.620e-02	 1.778e+01	 2.454e-04	 1.419e+01	 5.112e-04	 4.749e+00	 1.622e-03	 nan	 nan	 
3.020e+02	 2.018e+01	 -1.584e-02	 1.787e+01	 2.404e-04	 1.428e+01	 5.024e-04	 4.774e+00	 1.603e-03	 nan	 nan	 
3.055e+02	 2.027e+01	 -1.547e-02	 1.797e+01	 2.354e-04	 1.436e+01	 4.934e-04	 4.797e+00	 1.583e-03	 nan	 nan	 
